id	category	subcategory	runner	artifact	description
LANG-0511	language-runtime	while-do-while	runtime-16	cases/runtime/runtime_16.CMOT	While loop to 3
LANG-0512	language-runtime	while-do-while	runtime-16	cases/runtime/runtime_16.CMOT	Do/While loop to 4
LANG-0513	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 0
LANG-0514	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 1
LANG-0515	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 2
LANG-0516	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 3
LANG-0517	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 0
LANG-0518	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 1
LANG-0519	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 2
LANG-0520	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 3
LANG-0521	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 0
LANG-0522	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 1
LANG-0523	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 2
LANG-0524	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 3
LANG-0525	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 0
LANG-0526	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 1
LANG-0527	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 2
LANG-0528	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 3
LANG-0529	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 0
LANG-0530	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 1
LANG-0531	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 2
LANG-0532	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 3
LANG-0533	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 0
LANG-0534	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 1
LANG-0535	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 2
LANG-0536	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 3
LANG-0537	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 0
LANG-0538	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 1
LANG-0539	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 2
LANG-0540	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 3
LANG-0541	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 0
LANG-0542	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 1
LANG-0543	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 2
LANG-0544	language-runtime	switch-case-default	runtime-17	cases/runtime/runtime_17.CMOT	Switch case 3
LANG-0545	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc0
LANG-0546	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc1
LANG-0547	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc2
LANG-0548	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc3
LANG-0549	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc4
LANG-0550	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc5
LANG-0551	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc6
LANG-0552	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc7
LANG-0553	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc8
LANG-0554	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc9
LANG-0555	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc10
LANG-0556	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc11
LANG-0557	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc12
LANG-0558	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc13
LANG-0559	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc14
LANG-0560	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc15
LANG-0561	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc16
LANG-0562	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc17
LANG-0563	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc18
LANG-0564	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc19
LANG-0565	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc20
LANG-0566	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc21
LANG-0567	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc22
LANG-0568	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc23
LANG-0569	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc24
LANG-0570	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc25
LANG-0571	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc26
LANG-0572	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc27
LANG-0573	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc28
LANG-0574	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc29
LANG-0575	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc30
LANG-0576	language-runtime	functions-parameters-returns	runtime-18	cases/runtime/runtime_18.CMOT	Function call QaFunc31
LANG-0577	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 0
LANG-0578	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 1
LANG-0579	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 2
LANG-0580	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 3
LANG-0581	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 4
LANG-0582	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 5
LANG-0583	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 6
LANG-0584	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 7
LANG-0585	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 8
LANG-0586	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 9
LANG-0587	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 10
LANG-0588	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 11
LANG-0589	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 12
LANG-0590	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 13
LANG-0591	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 14
LANG-0592	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 15
LANG-0593	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 16
LANG-0594	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 17
LANG-0595	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 18
LANG-0596	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 19
LANG-0597	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 20
LANG-0598	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 21
LANG-0599	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 22
LANG-0600	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 23
LANG-0601	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 24
LANG-0602	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 25
LANG-0603	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 26
LANG-0604	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 27
LANG-0605	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 28
LANG-0606	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 29
LANG-0607	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 30
LANG-0608	language-runtime	globals-and-scopes	runtime-19	cases/runtime/runtime_19.CMOT	Global and nested scope 31
LANG-0609	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 4
LANG-0610	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 5
LANG-0611	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 6
LANG-0612	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 7
LANG-0613	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 8
LANG-0614	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 4
LANG-0615	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 5
LANG-0616	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 6
LANG-0617	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 7
LANG-0618	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 8
LANG-0619	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 4
LANG-0620	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 5
LANG-0621	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 6
LANG-0622	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 7
LANG-0623	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 8
LANG-0624	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 4
LANG-0625	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 5
LANG-0626	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 6
LANG-0627	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 7
LANG-0628	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 8
LANG-0629	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 4
LANG-0630	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 5
LANG-0631	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 6
LANG-0632	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 7
LANG-0633	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 8
LANG-0634	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 4
LANG-0635	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 5
LANG-0636	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 6
LANG-0637	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 7
LANG-0638	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 8
LANG-0639	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 4
LANG-0640	language-runtime	nested-control-break-continue	runtime-20	cases/runtime/runtime_20.CMOT	Nested control with break/continue 5
PP-0001	preprocessor	replace	preprocessor-01	cases/preprocessor/pp_01.CMOT	Replace macro QA_R_1_0
PP-0002	preprocessor	replace	preprocessor-01	cases/preprocessor/pp_01.CMOT	Replace macro QA_R_1_1
PP-0003	preprocessor	replace	preprocessor-01	cases/preprocessor/pp_01.CMOT	Replace macro QA_R_1_2
PP-0004	preprocessor	replace	preprocessor-01	cases/preprocessor/pp_01.CMOT	Replace macro QA_R_1_3
PP-0005	preprocessor	replace	preprocessor-01	cases/preprocessor/pp_01.CMOT	Replace macro QA_R_1_4
PP-0006	preprocessor	replace	preprocessor-01	cases/preprocessor/pp_01.CMOT	Replace macro QA_R_1_5
PP-0007	preprocessor	replace	preprocessor-01	cases/preprocessor/pp_01.CMOT	Replace macro QA_R_1_6
PP-0008	preprocessor	replace	preprocessor-01	cases/preprocessor/pp_01.CMOT	Replace macro QA_R_1_7
PP-0009	preprocessor	replace	preprocessor-02	cases/preprocessor/pp_02.CMOT	Replace macro QA_R_2_0
PP-0010	preprocessor	replace	preprocessor-02	cases/preprocessor/pp_02.CMOT	Replace macro QA_R_2_1
PP-0011	preprocessor	replace	preprocessor-02	cases/preprocessor/pp_02.CMOT	Replace macro QA_R_2_2
PP-0012	preprocessor	replace	preprocessor-02	cases/preprocessor/pp_02.CMOT	Replace macro QA_R_2_3
PP-0013	preprocessor	replace	preprocessor-02	cases/preprocessor/pp_02.CMOT	Replace macro QA_R_2_4
PP-0014	preprocessor	replace	preprocessor-02	cases/preprocessor/pp_02.CMOT	Replace macro QA_R_2_5
PP-0015	preprocessor	replace	preprocessor-02	cases/preprocessor/pp_02.CMOT	Replace macro QA_R_2_6
PP-0016	preprocessor	replace	preprocessor-02	cases/preprocessor/pp_02.CMOT	Replace macro QA_R_2_7
PP-0017	preprocessor	replace	preprocessor-03	cases/preprocessor/pp_03.CMOT	Replace macro QA_R_3_0
PP-0018	preprocessor	replace	preprocessor-03	cases/preprocessor/pp_03.CMOT	Replace macro QA_R_3_1
PP-0019	preprocessor	replace	preprocessor-03	cases/preprocessor/pp_03.CMOT	Replace macro QA_R_3_2
PP-0020	preprocessor	replace	preprocessor-03	cases/preprocessor/pp_03.CMOT	Replace macro QA_R_3_3
PP-0021	preprocessor	replace	preprocessor-03	cases/preprocessor/pp_03.CMOT	Replace macro QA_R_3_4
PP-0022	preprocessor	replace	preprocessor-03	cases/preprocessor/pp_03.CMOT	Replace macro QA_R_3_5
PP-0023	preprocessor	replace	preprocessor-03	cases/preprocessor/pp_03.CMOT	Replace macro QA_R_3_6
PP-0024	preprocessor	replace	preprocessor-03	cases/preprocessor/pp_03.CMOT	Replace macro QA_R_3_7
PP-0025	preprocessor	replace	preprocessor-04	cases/preprocessor/pp_04.CMOT	Replace macro QA_R_4_0
PP-0026	preprocessor	replace	preprocessor-04	cases/preprocessor/pp_04.CMOT	Replace macro QA_R_4_1
PP-0027	preprocessor	replace	preprocessor-04	cases/preprocessor/pp_04.CMOT	Replace macro QA_R_4_2
PP-0028	preprocessor	replace	preprocessor-04	cases/preprocessor/pp_04.CMOT	Replace macro QA_R_4_3
PP-0029	preprocessor	replace	preprocessor-04	cases/preprocessor/pp_04.CMOT	Replace macro QA_R_4_4
PP-0030	preprocessor	replace	preprocessor-04	cases/preprocessor/pp_04.CMOT	Replace macro QA_R_4_5
PP-0031	preprocessor	replace	preprocessor-04	cases/preprocessor/pp_04.CMOT	Replace macro QA_R_4_6
PP-0032	preprocessor	replace	preprocessor-04	cases/preprocessor/pp_04.CMOT	Replace macro QA_R_4_7
PP-0033	preprocessor	replace	preprocessor-05	cases/preprocessor/pp_05.CMOT	Replace macro QA_R_5_0
PP-0034	preprocessor	replace	preprocessor-05	cases/preprocessor/pp_05.CMOT	Replace macro QA_R_5_1
PP-0035	preprocessor	replace	preprocessor-05	cases/preprocessor/pp_05.CMOT	Replace macro QA_R_5_2
PP-0036	preprocessor	replace	preprocessor-05	cases/preprocessor/pp_05.CMOT	Replace macro QA_R_5_3
PP-0037	preprocessor	replace	preprocessor-05	cases/preprocessor/pp_05.CMOT	Replace macro QA_R_5_4
PP-0038	preprocessor	replace	preprocessor-05	cases/preprocessor/pp_05.CMOT	Replace macro QA_R_5_5
PP-0039	preprocessor	replace	preprocessor-05	cases/preprocessor/pp_05.CMOT	Replace macro QA_R_5_6
PP-0040	preprocessor	replace	preprocessor-05	cases/preprocessor/pp_05.CMOT	Replace macro QA_R_5_7
PP-0041	preprocessor	replace	preprocessor-06	cases/preprocessor/pp_06.CMOT	Replace macro QA_R_6_0
PP-0042	preprocessor	replace	preprocessor-06	cases/preprocessor/pp_06.CMOT	Replace macro QA_R_6_1
PP-0043	preprocessor	replace	preprocessor-06	cases/preprocessor/pp_06.CMOT	Replace macro QA_R_6_2
PP-0044	preprocessor	replace	preprocessor-06	cases/preprocessor/pp_06.CMOT	Replace macro QA_R_6_3
PP-0045	preprocessor	replace	preprocessor-06	cases/preprocessor/pp_06.CMOT	Replace macro QA_R_6_4
PP-0046	preprocessor	replace	preprocessor-06	cases/preprocessor/pp_06.CMOT	Replace macro QA_R_6_5
PP-0047	preprocessor	replace	preprocessor-06	cases/preprocessor/pp_06.CMOT	Replace macro QA_R_6_6
PP-0048	preprocessor	replace	preprocessor-06	cases/preprocessor/pp_06.CMOT	Replace macro QA_R_6_7
PP-0049	preprocessor	replace	preprocessor-07	cases/preprocessor/pp_07.CMOT	Replace macro QA_R_7_0
PP-0050	preprocessor	replace	preprocessor-07	cases/preprocessor/pp_07.CMOT	Replace macro QA_R_7_1
PP-0051	preprocessor	replace	preprocessor-07	cases/preprocessor/pp_07.CMOT	Replace macro QA_R_7_2
PP-0052	preprocessor	replace	preprocessor-07	cases/preprocessor/pp_07.CMOT	Replace macro QA_R_7_3
PP-0053	preprocessor	replace	preprocessor-07	cases/preprocessor/pp_07.CMOT	Replace macro QA_R_7_4
PP-0054	preprocessor	replace	preprocessor-07	cases/preprocessor/pp_07.CMOT	Replace macro QA_R_7_5
PP-0055	preprocessor	replace	preprocessor-07	cases/preprocessor/pp_07.CMOT	Replace macro QA_R_7_6
PP-0056	preprocessor	replace	preprocessor-07	cases/preprocessor/pp_07.CMOT	Replace macro QA_R_7_7
PP-0057	preprocessor	replace	preprocessor-08	cases/preprocessor/pp_08.CMOT	Replace macro QA_R_8_0
PP-0058	preprocessor	replace	preprocessor-08	cases/preprocessor/pp_08.CMOT	Replace macro QA_R_8_1
PP-0059	preprocessor	replace	preprocessor-08	cases/preprocessor/pp_08.CMOT	Replace macro QA_R_8_2
PP-0060	preprocessor	replace	preprocessor-08	cases/preprocessor/pp_08.CMOT	Replace macro QA_R_8_3
PP-0061	preprocessor	replace	preprocessor-08	cases/preprocessor/pp_08.CMOT	Replace macro QA_R_8_4
PP-0062	preprocessor	replace	preprocessor-08	cases/preprocessor/pp_08.CMOT	Replace macro QA_R_8_5
PP-0063	preprocessor	replace	preprocessor-08	cases/preprocessor/pp_08.CMOT	Replace macro QA_R_8_6
PP-0064	preprocessor	replace	preprocessor-08	cases/preprocessor/pp_08.CMOT	Replace macro QA_R_8_7
PP-0065	preprocessor	define	preprocessor-09	cases/preprocessor/pp_09.CMOT	Preprocessor define QA_D_9_0
PP-0066	preprocessor	define	preprocessor-09	cases/preprocessor/pp_09.CMOT	Preprocessor define QA_D_9_1
PP-0067	preprocessor	define	preprocessor-09	cases/preprocessor/pp_09.CMOT	Preprocessor define QA_D_9_2
PP-0068	preprocessor	define	preprocessor-09	cases/preprocessor/pp_09.CMOT	Preprocessor define QA_D_9_3
PP-0069	preprocessor	undef-redefine	preprocessor-09	cases/preprocessor/pp_09.CMOT	Preprocessor define QA_U_9_4
PP-0070	preprocessor	undef-redefine	preprocessor-09	cases/preprocessor/pp_09.CMOT	Preprocessor define QA_U_9_5
PP-0071	preprocessor	command-line-define	preprocessor-09	cases/preprocessor/pp_09.CMOT	Preprocessor define QA_CMD_9_6
PP-0072	preprocessor	command-line-define	preprocessor-09	cases/preprocessor/pp_09.CMOT	Preprocessor define QA_CMD_9_7
PP-0073	preprocessor	define	preprocessor-10	cases/preprocessor/pp_10.CMOT	Preprocessor define QA_D_10_0
PP-0074	preprocessor	define	preprocessor-10	cases/preprocessor/pp_10.CMOT	Preprocessor define QA_D_10_1
PP-0075	preprocessor	define	preprocessor-10	cases/preprocessor/pp_10.CMOT	Preprocessor define QA_D_10_2
PP-0076	preprocessor	define	preprocessor-10	cases/preprocessor/pp_10.CMOT	Preprocessor define QA_D_10_3
PP-0077	preprocessor	undef-redefine	preprocessor-10	cases/preprocessor/pp_10.CMOT	Preprocessor define QA_U_10_4
PP-0078	preprocessor	undef-redefine	preprocessor-10	cases/preprocessor/pp_10.CMOT	Preprocessor define QA_U_10_5
PP-0079	preprocessor	command-line-define	preprocessor-10	cases/preprocessor/pp_10.CMOT	Preprocessor define QA_CMD_10_6
PP-0080	preprocessor	command-line-define	preprocessor-10	cases/preprocessor/pp_10.CMOT	Preprocessor define QA_CMD_10_7
PP-0081	preprocessor	define	preprocessor-11	cases/preprocessor/pp_11.CMOT	Preprocessor define QA_D_11_0
PP-0082	preprocessor	define	preprocessor-11	cases/preprocessor/pp_11.CMOT	Preprocessor define QA_D_11_1
PP-0083	preprocessor	define	preprocessor-11	cases/preprocessor/pp_11.CMOT	Preprocessor define QA_D_11_2
PP-0084	preprocessor	define	preprocessor-11	cases/preprocessor/pp_11.CMOT	Preprocessor define QA_D_11_3
PP-0085	preprocessor	undef-redefine	preprocessor-11	cases/preprocessor/pp_11.CMOT	Preprocessor define QA_U_11_4
PP-0086	preprocessor	undef-redefine	preprocessor-11	cases/preprocessor/pp_11.CMOT	Preprocessor define QA_U_11_5
PP-0087	preprocessor	command-line-define	preprocessor-11	cases/preprocessor/pp_11.CMOT	Preprocessor define QA_CMD_11_6
PP-0088	preprocessor	command-line-define	preprocessor-11	cases/preprocessor/pp_11.CMOT	Preprocessor define QA_CMD_11_7
PP-0089	preprocessor	define	preprocessor-12	cases/preprocessor/pp_12.CMOT	Preprocessor define QA_D_12_0
PP-0090	preprocessor	define	preprocessor-12	cases/preprocessor/pp_12.CMOT	Preprocessor define QA_D_12_1
PP-0091	preprocessor	define	preprocessor-12	cases/preprocessor/pp_12.CMOT	Preprocessor define QA_D_12_2
PP-0092	preprocessor	define	preprocessor-12	cases/preprocessor/pp_12.CMOT	Preprocessor define QA_D_12_3
PP-0093	preprocessor	undef-redefine	preprocessor-12	cases/preprocessor/pp_12.CMOT	Preprocessor define QA_U_12_4
PP-0094	preprocessor	undef-redefine	preprocessor-12	cases/preprocessor/pp_12.CMOT	Preprocessor define QA_U_12_5
PP-0095	preprocessor	command-line-define	preprocessor-12	cases/preprocessor/pp_12.CMOT	Preprocessor define QA_CMD_12_6
PP-0096	preprocessor	command-line-define	preprocessor-12	cases/preprocessor/pp_12.CMOT	Preprocessor define QA_CMD_12_7
PP-0097	preprocessor	include-resolution	preprocessor-13	cases/preprocessor/pp_13.CMOT	Nested include macro QA_INC_13_0
PP-0098	preprocessor	include-resolution	preprocessor-13	cases/preprocessor/pp_13.CMOT	Nested include macro QA_INC_13_1
PP-0099	preprocessor	include-resolution	preprocessor-13	cases/preprocessor/pp_13.CMOT	Nested include macro QA_INC_13_2
PP-0100	preprocessor	include-resolution	preprocessor-13	cases/preprocessor/pp_13.CMOT	Nested include macro QA_INC_13_3
PP-0101	preprocessor	include-resolution	preprocessor-13	cases/preprocessor/pp_13.CMOT	Nested include macro QA_INC_13_4
PP-0102	preprocessor	include-resolution	preprocessor-13	cases/preprocessor/pp_13.CMOT	Nested include macro QA_INC_13_5
PP-0103	preprocessor	include-resolution	preprocessor-13	cases/preprocessor/pp_13.CMOT	Nested include macro QA_INC_13_6
PP-0104	preprocessor	include-resolution	preprocessor-13	cases/preprocessor/pp_13.CMOT	Nested include macro QA_INC_13_7
PP-0105	preprocessor	include-resolution	preprocessor-14	cases/preprocessor/pp_14.CMOT	Nested include macro QA_INC_14_0
PP-0106	preprocessor	include-resolution	preprocessor-14	cases/preprocessor/pp_14.CMOT	Nested include macro QA_INC_14_1
PP-0107	preprocessor	include-resolution	preprocessor-14	cases/preprocessor/pp_14.CMOT	Nested include macro QA_INC_14_2
PP-0108	preprocessor	include-resolution	preprocessor-14	cases/preprocessor/pp_14.CMOT	Nested include macro QA_INC_14_3
PP-0109	preprocessor	include-resolution	preprocessor-14	cases/preprocessor/pp_14.CMOT	Nested include macro QA_INC_14_4
PP-0110	preprocessor	include-resolution	preprocessor-14	cases/preprocessor/pp_14.CMOT	Nested include macro QA_INC_14_5
PP-0111	preprocessor	include-resolution	preprocessor-14	cases/preprocessor/pp_14.CMOT	Nested include macro QA_INC_14_6
PP-0112	preprocessor	include-resolution	preprocessor-14	cases/preprocessor/pp_14.CMOT	Nested include macro QA_INC_14_7
PP-0113	preprocessor	include-resolution	preprocessor-15	cases/preprocessor/pp_15.CMOT	Nested include macro QA_INC_15_0
PP-0114	preprocessor	include-resolution	preprocessor-15	cases/preprocessor/pp_15.CMOT	Nested include macro QA_INC_15_1
PP-0115	preprocessor	include-resolution	preprocessor-15	cases/preprocessor/pp_15.CMOT	Nested include macro QA_INC_15_2
PP-0116	preprocessor	include-resolution	preprocessor-15	cases/preprocessor/pp_15.CMOT	Nested include macro QA_INC_15_3
